ProductCategory,StockCode,Description,OrderCount,UnitsSold,TotalRevenue,AvgUnitPrice,UniqueCustomers
Kitchenware & Dining,21218,RED SPOTTY BISCUIT TIN,203,2058,7071.2,3.76,130
Novelty & Gifts,23007, SPACEBOY BABY GIFT SET,142,450,7065.5,16.52,110
Stationery & Cards,22741,FUNKY DIVA PEN,155,8328,7010.94,0.85,107
Christmas & Seasonal,22950,36 DOILIES VINTAGE CHRISTMAS,160,5153,7006.25,1.44,151
Uncategorised,21787,RAIN PONCHO RETROSPOT,180,8755,6964.63,0.86,115
Uncategorised,23215,JINGLE BELL HEART ANTIQUE SILVER,197,3547,6962.04,2.14,162
Home Décor,22767,TRIPLE PHOTO FRAME CORNICE ,208,761,6932.83,9.85,152
Christmas & Seasonal,23320,GIANT 50'S CHRISTMAS CRACKER,310,2635,6926.11,2.66,260
Uncategorised,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,321,5753,6923.17,1.24,168
Uncategorised,21231,SWEETHEART CERAMIC TRINKET BOX,381,5757,6875.86,1.27,215
Uncategorised,21213,PACK OF 72 SKULL CAKE CASES,499,14309,6859.31,0.54,295
Uncategorised,22456,NATURAL SLATE CHALKBOARD LARGE ,303,1452,6833.2,4.89,220
Uncategorised,23321,SMALL WHITE HEART OF WICKER,582,4283,6832.83,1.64,378
Candles & Lighting,84970S,HANGING HEART ZINC T-LIGHT HOLDER,412,8470,6830.59,0.87,271
Uncategorised,22991,GIRAFFE WOODEN RULER,234,3710,6820.74,2.05,185
Uncategorised,21035,SET/2 RED RETROSPOT TEA TOWELS ,219,2319,6820.01,3.29,151
Stationery & Cards,22844,VINTAGE CREAM DOG FOOD CONTAINER,292,826,6779.35,8.54,176
Uncategorised,22487,WHITE WOOD GARDEN PLANT LADDER,379,724,6778.81,9.77,278
Home Décor,21169,YOU'RE CONFUSING ME METAL SIGN ,342,4281,6762.57,1.67,191
Bags & Accessories,22333,RETROSPOT PARTY BAG + STICKER SET,267,4391,6749.23,1.63,167
Stationery & Cards,23493,VINTAGE DOILY TRAVEL SEWING KIT,349,3522,6747.9,1.95,282
Candles & Lighting,23083,SET 6 PAPER TABLE LANTERN STARS ,209,1860,6739.63,3.76,161
Bags & Accessories,20969,RED FLORAL FELTCRAFT SHOULDER BAG,257,1876,6734.31,3.82,157
Uncategorised,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,498,5293,6718.9,1.33,325
Uncategorised,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,324,2853,6717.79,2.55,185
Home Décor,48111,DOORMAT 3 SMILEY CATS,174,1107,6715.25,7.79,111
Kitchenware & Dining,21877,HOME SWEET HOME MUG,293,5347,6708.11,1.42,174
Uncategorised,C2,CARRIAGE,133,134,6686.0,50.14,29
Uncategorised,22634,CHILDS BREAKFAST SET SPACEBOY ,203,731,6681.85,9.71,155
Uncategorised,23297,SET 40 HEART SHAPE PETIT FOUR CASES,140,4260,6677.0,1.64,123
Uncategorised,22294,HEART FILIGREE DOVE  SMALL,246,5439,6671.07,1.25,162
Home Décor,21955,DOORMAT UNION JACK GUNS AND ROSES,155,1159,6635.61,7.76,108
Kitchenware & Dining,22840,ROUND CAKE TIN VINTAGE RED,250,891,6600.73,7.92,193
Uncategorised,22627,MINT KITCHEN SCALES,304,792,6599.79,8.47,193
Uncategorised,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,166,1688,6599.06,4.19,114
Stationery & Cards,22968,ROSE COTTAGE KEEPSAKE BOX ,144,729,6574.95,9.72,118
Home Décor,22725,ALARM CLOCK BAKELIKE CHOCOLATE,322,1776,6574.26,3.8,171
Home Décor,22367,CHILDRENS APRON SPACEBOY DESIGN,448,3543,6572.49,1.98,298
Toys & Games,23008,DOLLY GIRL BABY GIFT SET,120,421,6567.95,16.43,99
Toys & Games,23254,CHILDRENS CUTLERY DOLLY GIRL ,268,1628,6554.6,4.14,197
Christmas & Seasonal,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,489,8122,6530.26,0.85,368
Kitchenware & Dining,22553,PLASTERS IN TIN SKULLS,439,4036,6505.8,1.65,281
Uncategorised,23293,SET OF 12 FAIRY CAKE BAKING CASES,465,8243,6469.45,0.82,323
Uncategorised,21259,VICTORIAN SEWING BOX SMALL ,237,1128,6432.11,5.93,133
Home Décor,23134,LARGE ZINC HEART WALL ORGANISER,37,1064,6414.48,7.67,29
Home Décor,21165,BEWARE OF THE CAT METAL SIGN ,359,4027,6405.31,1.67,178
Home Décor,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,225,1023,6378.15,6.75,142
Uncategorised,85014A,BLACK/BLUE POLKADOT UMBRELLA,256,1133,6367.94,6.1,183
Candles & Lighting,21122,SET/10 PINK POLKADOT PARTY CANDLES,304,5257,6353.58,1.25,214
Uncategorised,22637,PIGGY BANK RETROSPOT ,262,2619,6308.57,2.53,188
Home Décor,22505,MEMO BOARD COTTAGE DESIGN,262,1365,6306.19,4.92,186
Uncategorised,21669,BLUE STRIPE CERAMIC DRAWER KNOB,351,4969,6284.25,1.33,167
Uncategorised,84992,72 SWEETHEART FAIRY CAKE CASES,501,13070,6274.9,0.56,325
Uncategorised,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,337,2151,6273.29,3.07,210
Kitchenware & Dining,21533,RETROSPOT LARGE MILK JUG,310,1317,6267.15,4.88,209
Home Décor,23553,LANDMARK FRAME CAMDEN TOWN ,62,558,6257.35,12.38,50
Toys & Games,22381,TOY TIDY PINK POLKADOT,289,3169,6229.58,2.12,133
Uncategorised,21668,RED STRIPE CERAMIC DRAWER KNOB,333,5035,6224.03,1.31,169
Uncategorised,22826,LOVE SEAT ANTIQUE WHITE METAL,41,58,6210.0,114.02,33
Uncategorised,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,186,715,6195.73,8.91,129
Christmas & Seasonal,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,163,1712,6155.04,3.71,136
Kitchenware & Dining,21871,SAVE THE PLANET MUG,270,5265,6151.78,1.38,133
Home Décor,22834,HAND WARMER BABUSHKA DESIGN,288,4633,6149.33,1.88,199
Stationery & Cards,23229,VINTAGE DONKEY TAIL GAME ,215,1750,6146.89,3.79,182
Candles & Lighting,23480,MINI LIGHTS WOODLAND MUSHROOMS,173,1719,6126.09,3.73,143
Home Décor,22303,COFFEE MUG APPLES DESIGN,229,2770,6124.15,2.52,155
Uncategorised,22631,CIRCUS PARADE LUNCH BOX ,256,3375,6122.63,1.94,168
Home Décor,75049L,LARGE CIRCULAR MIRROR MOBILE,118,6821,6107.05,1.12,71
Home Décor,23541,WALL ART CLASSIC PUDDINGS ,118,821,6093.49,8.11,95
Candles & Lighting,21326,AGED GLASS SILVER T-LIGHT HOLDER,277,10088,6083.2,0.64,168
Uncategorised,23103,JINGLE BELL HEART DECORATION,307,3687,6069.15,1.65,223
Toys & Games,22635,CHILDS BREAKFAST SET DOLLY GIRL ,180,657,6063.0,9.79,143
Uncategorised,47556B,TEA TIME TEA TOWELS ,2,2600,6045.0,2.33,1
Bags & Accessories,22663,JUMBO BAG DOLLY GIRL DESIGN,317,3097,6008.41,2.06,171
Home Décor,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,504,11675,5982.09,0.56,366
Bags & Accessories,17003,BROCADE RING PURSE ,206,22963,5980.05,0.32,136
Uncategorised,22654,DELUXE SEWING KIT ,222,1058,5974.62,6.07,157
Christmas & Seasonal,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,159,1280,5968.98,4.97,128
Uncategorised,22620,4 TRADITIONAL SPINNING TOPS,364,4491,5960.08,1.43,260
Home Décor,22508,DOORSTOP RETROSPOT HEART,236,1516,5938.21,3.84,177
Uncategorised,21975,PACK OF 60 DINOSAUR CAKE CASES,529,12134,5934.68,0.56,287
Kitchenware & Dining,22151,PLACE SETTING WHITE HEART,289,14877,5922.27,0.43,174
Uncategorised,22783,SET 3 WICKER OVAL BASKETS W LIDS,32,462,5922.12,13.86,29
Uncategorised,21380,WOODEN HAPPY BIRTHDAY GARLAND,232,2093,5910.15,2.97,138
Bags & Accessories,21155,RED RETROSPOT PEG BAG,354,2460,5880.05,2.52,205
Uncategorised,22900,SET 2 TEA TOWELS I LOVE LONDON ,176,1953,5859.25,3.22,111
Uncategorised,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,238,1980,5855.24,3.19,163
Bags & Accessories,22356,CHARLOTTE BAG PINK POLKADOT,487,7306,5840.64,0.86,220
Kitchenware & Dining,21535,RED RETROSPOT SMALL MILK JUG,310,2460,5830.2,2.53,204
Uncategorised,47591D,PINK FAIRY CAKE CHILDRENS APRON,397,3144,5823.36,1.97,250
Kitchenware & Dining,21484,CHICK GREY HOT WATER BOTTLE,282,1555,5810.37,3.91,205
Uncategorised,22979,PANTRY WASHING UP BRUSH,304,3920,5795.86,1.5,225
Christmas & Seasonal,23247,BISCUIT TIN 50'S CHRISTMAS,271,2060,5795.2,2.97,231
Kitchenware & Dining,23172,REGENCY TEA PLATE PINK,224,3688,5793.28,1.64,160
Candles & Lighting,22779,WOODEN OWLS LIGHT GARLAND ,147,1535,5781.35,4.18,88
Candles & Lighting,22804,CANDLEHOLDER PINK HANGING HEART,343,2046,5771.78,2.94,222
Kitchenware & Dining,84030E,ENGLISH ROSE HOT WATER BOTTLE,277,1423,5767.91,4.27,198
Uncategorised,21888,BINGO SET,280,1553,5725.71,3.83,210
Candles & Lighting,22784,LANTERN CREAM GAZEBO ,259,1214,5721.42,4.98,192
Home Décor,23485,BOTANICAL GARDENS WALL CLOCK ,80,259,5719.0,24.16,70
Candles & Lighting,71053,WHITE METAL LANTERN,238,1591,5713.03,3.72,145
Uncategorised,23113,PANTRY CHOPPING BOARD,43,1138,5695.86,4.92,39
Uncategorised,62018,SOMBRERO ,59,4402,5691.5,1.81,39
Uncategorised,23296,SET OF 6 TEA TIME BAKING CASES,319,4879,5687.15,1.24,243
Uncategorised,21922,UNION STRIPE WITH FRINGE  HAMMOCK,167,759,5682.09,7.95,113
Candles & Lighting,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,336,5700,5664.78,1.03,234
Uncategorised,22485,SET OF 2 WOODEN MARKET CRATES,165,462,5652.9,12.63,142
Home Décor,48129,DOORMAT TOPIARY,182,880,5644.46,7.97,125
Bags & Accessories,23204,CHARLOTTE BAG APPLES DESIGN,425,7039,5632.15,0.84,199
Uncategorised,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,307,4564,5618.04,1.29,159
Kitchenware & Dining,22971,QUEENS GUARD COFFEE MUG,233,2365,5603.57,2.52,164
Uncategorised,21156,RETROSPOT CHILDRENS APRON,292,3039,5587.87,2.0,202
Uncategorised,84988,SET OF 72 PINK HEART PAPER DOILIES,307,3954,5566.68,1.47,209
Christmas & Seasonal,23311,VINTAGE CHRISTMAS STOCKING ,281,2199,5564.25,2.55,246
Uncategorised,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,97,1543,5555.13,3.79,80
Christmas & Seasonal,23312,VINTAGE CHRISTMAS GIFT SACK,193,1365,5527.15,4.14,168
Stationery & Cards,21912,VINTAGE SNAKES & LADDERS,268,1575,5523.53,3.84,201
Bags & Accessories,20723,STRAWBERRY CHARLOTTE BAG,492,6847,5520.95,0.86,230
Kitchenware & Dining,21094,SET/6 RED SPOTTY PAPER PLATES,325,7351,5496.53,0.83,179
Uncategorised,22150,3 STRIPEY MICE FELTCRAFT,402,2923,5478.05,1.96,288
Stationery & Cards,22740,POLKADOT PEN,107,6625,5475.25,0.85,89
Home Décor,22668,PINK BABY BUNTING,204,1965,5448.11,2.97,162
Toys & Games,22751,FELTCRAFT PRINCESS OLIVIA DOLL,251,1514,5446.1,3.79,184
Uncategorised,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,26,35,5415.0,158.08,21
Uncategorised,23118,PARISIENNE JEWELLERY DRAWER ,225,765,5399.02,7.46,154
Home Décor,23135,SMALL ZINC HEART WALL ORGANISER,42,1538,5378.8,5.19,31
Home Décor,22796,PHOTO FRAME 3 CLASSIC HANGING,212,554,5377.45,9.9,146
Kitchenware & Dining,23169,CLASSIC GLASS COOKIE JAR,248,1334,5358.5,4.11,191
Home Décor,23531,WALL ART BIG LOVE ,97,963,5340.21,6.75,77
Christmas & Seasonal,22946,WOODEN ADVENT CALENDAR CREAM,89,370,5340.0,16.33,64
Bags & Accessories,23583,LUNCH BAG PAISLEY PARK  ,298,3315,5267.75,1.64,233
Home Décor,22349,DOG BOWL CHASING BALL DESIGN,114,1341,5227.93,3.76,85
Uncategorised,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,312,3286,5225.22,1.65,224
Stationery & Cards,22418,10 COLOUR SPACEBOY PEN,242,6267,5209.17,0.87,179
Home Décor,23133,LARGE IVORY HEART WALL ORGANISER,134,759,5142.91,7.99,94
Uncategorised,23158,SET OF 5 LUCKY CAT MAGNETS ,187,2538,5121.48,2.17,96
Bags & Accessories,20718,RED RETROSPOT SHOPPER BAG,384,4264,5115.31,1.27,236
Uncategorised,37449,CERAMIC CAKE STAND + HANGING CAKES,152,562,5084.78,9.76,106
Home Décor,22904,CALENDAR PAPER CUT DESIGN,234,1768,5072.64,2.98,162
Home Décor,23132,SMALL IVORY HEART WALL ORGANISER,141,1022,5069.58,5.74,115
Uncategorised,23157,SET OF 6 NATIVITY MAGNETS ,145,2543,5058.59,2.15,111
Christmas & Seasonal,22947,WOODEN ADVENT CALENDAR RED,104,536,5047.6,10.32,81
Kitchenware & Dining,20676,RED RETROSPOT BOWL,298,4363,5046.98,1.24,185
Uncategorised,21671,RED SPOT CERAMIC DRAWER KNOB,279,4080,5042.4,1.29,164
Uncategorised,23177,TREASURE ISLAND BOOK BOX,214,2431,5036.55,2.24,174
Uncategorised,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,296,2514,5034.64,2.13,216
Stationery & Cards,22623,BOX OF VINTAGE JIGSAW BLOCKS ,219,920,5031.57,5.83,165
Uncategorised,21670,BLUE SPOT CERAMIC DRAWER KNOB,289,4004,5028.52,1.3,158
Christmas & Seasonal,22141,CHRISTMAS CRAFT TREE TOP ANGEL,348,2448,5025.58,2.15,256
Candles & Lighting,22780,LIGHT GARLAND BUTTERFILES PINK,130,1340,5018.84,4.18,82
Uncategorised,21258,VICTORIAN SEWING BOX LARGE,106,425,5014.23,12.95,61
Uncategorised,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,101,1392,5010.4,3.8,82
Kitchenware & Dining,22109,FULL ENGLISH BREAKFAST PLATE,158,1383,4993.05,3.84,100
Uncategorised,22296,HEART IVORY TRELLIS LARGE,270,3055,4988.83,1.66,189
Kitchenware & Dining,23154,SET OF 4 JAM JAR MAGNETS,214,2472,4986.49,2.08,141
Novelty & Gifts,22584,PACK OF 6 PANNETONE GIFT BOXES,139,2015,4982.68,2.57,117
Kitchenware & Dining,21844,RED RETROSPOT MUG,134,1814,4972.1,2.9,99
Home Décor,22907,PACK OF 20 NAPKINS PANTRY DESIGN,533,6102,4966.32,0.85,357
Uncategorised,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,276,3994,4960.5,1.3,154
Home Décor,22302,COFFEE MUG PEARS  DESIGN,190,2288,4959.85,2.52,134
Kitchenware & Dining,22839,3 TIER CAKE TIN GREEN AND CREAM,136,364,4954.56,14.94,107
Kitchenware & Dining,22429,ENAMEL MEASURING JUG CREAM,315,1193,4954.29,4.26,227
Home Décor,23556,LANDMARK FRAME COVENT GARDEN ,52,438,4949.55,12.39,46
Uncategorised,23310,BUBBLEGUM RING ASSORTED,213,11891,4894.83,0.43,146
Home Décor,22366,DOORMAT AIRMAIL ,156,722,4887.82,7.8,104
Stationery & Cards,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,196,1749,4881.15,2.93,179
Home Décor,22365,DOORMAT RESPECTABLE HOUSE,126,730,4873.44,7.87,83
Uncategorised,84212,"ASSORTED FLOWER COLOUR ""LEIS""",103,10297,4871.45,0.62,72
Home Décor,23543,WALL ART KEEP CALM ,74,959,4861.75,7.84,64
Kitchenware & Dining,21242,RED RETROSPOT PLATE ,222,3074,4860.98,1.67,148
Uncategorised,22120,WELCOME  WOODEN BLOCK LETTERS,167,505,4856.52,9.87,121
Home Décor,21164,HOME SWEET HOME METAL SIGN ,246,1714,4850.62,2.94,166
Candles & Lighting,23109,PACK OF SIX LED TEA LIGHTS,174,1729,4849.01,2.91,132
Uncategorised,23263,SET OF 3 WOODEN HEART DECORATIONS,389,3747,4829.08,1.32,269
Uncategorised,22595,GINGHAM HEART DECORATION,331,5964,4828.38,0.86,251
Uncategorised,23126,FELTCRAFT GIRL AMELIE KIT,255,987,4824.13,5.02,187
Candles & Lighting,22464,HANGING METAL HEART LANTERN,277,3200,4823.5,1.59,191
Candles & Lighting,21124,SET/10 BLUE POLKADOT PARTY CANDLES,227,3970,4798.34,1.25,180
Uncategorised,23162,REGENCY TEA STRAINER,142,1362,4789.24,3.75,96
Christmas & Seasonal,22580,ADVENT CALENDAR GINGHAM SACK,166,836,4787.68,6.08,126
Home Décor,23555,LANDMARK FRAME NOTTING HILL ,48,422,4768.15,12.41,45
Home Décor,21907,I'M ON HOLIDAY METAL SIGN,329,2294,4761.55,2.11,208
Uncategorised,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,279,3927,4756.91,1.39,185
Home Décor,23554,LANDMARK FRAME OXFORD STREET,54,421,4755.65,12.39,49
Uncategorised,22207,FRYING PAN UNION FLAG,113,1200,4731.36,4.44,68
Uncategorised,21756,BATH BUILDING BLOCK WORD,242,792,4727.83,6.03,168
Toys & Games,22271,FELTCRAFT DOLL ROSIE,256,1653,4716.87,2.97,181
Uncategorised,22297,HEART IVORY TRELLIS SMALL,221,3863,4715.03,1.26,157
Home Décor,21172,PARTY METAL SIGN ,371,3335,4708.27,1.49,236
Uncategorised,23052,RECYCLED ACAPULCO MAT TURQUOISE,221,571,4694.75,8.25,147
Bags & Accessories,22998,TRAVEL CARD WALLET KEEP CALM,437,11769,4693.4,0.43,217
Uncategorised,22798,ANTIQUE GLASS DRESSING TABLE POT,188,1643,4687.01,2.98,126
Home Décor,22088,PAPER BUNTING COLOURED LACE,169,1698,4683.1,2.91,115
Uncategorised,23295,SET OF 12 MINI LOAF BAKING CASES,359,5963,4675.61,0.82,250
Christmas & Seasonal,23314,VINTAGE CHRISTMAS TABLECLOTH,104,393,4663.52,12.44,87
Uncategorised,22636,CHILDS BREAKFAST SET CIRCUS PARADE,182,565,4656.3,8.43,141
Uncategorised,22849,BREAD BIN DINER STYLE MINT,118,304,4646.56,16.27,79
Home Décor,23558,LANDMARK FRAME LONDON BRIDGE ,47,413,4641.7,12.41,43
Uncategorised,22488,NATURAL SLATE RECTANGLE CHALKBOARD,309,2911,4636.91,1.65,211
Uncategorised,21558,SKULL LUNCH BOX WITH CUTLERY ,265,1946,4624.8,2.53,167
Kitchenware & Dining,23165,LARGE CERAMIC TOP STORAGE JAR,220,2954,4624.5,1.63,167
Uncategorised,23159,SET OF 5 PANCAKE DAY MAGNETS,195,2283,4620.97,2.08,121
Uncategorised,22848,BREAD BIN DINER STYLE PINK,111,302,4598.35,16.22,68
Uncategorised,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,108,3055,4596.75,1.63,71
Christmas & Seasonal,23234,BISCUIT TIN VINTAGE CHRISTMAS,232,1635,4576.05,2.93,201
Uncategorised,21390,FILIGRIS HEART WITH BUTTERFLY,174,3781,4544.13,1.26,120
Uncategorised,23569,TRADTIONAL ALPHABET STAMP SET,174,933,4531.95,4.95,152
Home Décor,22301,COFFEE MUG CAT + BIRD DESIGN,181,2118,4529.34,2.52,123
Stationery & Cards,23286,BLUE VINTAGE SPOT BEAKER,164,4901,4528.29,0.85,125
Bags & Accessories,47599A,PINK PARTY BAGS,144,2409,4481.62,2.07,102
Home Décor,82552,WASHROOM METAL SIGN,292,2922,4462.37,1.47,184
Novelty & Gifts,23010,CIRCUS PARADE BABY GIFT SET,89,285,4444.75,16.48,73
Kitchenware & Dining,22837,HOT WATER BOTTLE BABUSHKA ,133,984,4442.0,4.62,107
Bags & Accessories,21937,STRAWBERRY   PICNIC BAG,206,1591,4433.45,2.93,146
Uncategorised,21539,RED RETROSPOT BUTTER DISH,211,939,4429.65,4.9,123
Uncategorised,22295,HEART FILIGREE DOVE LARGE,212,2737,4420.17,1.67,155
Stationery & Cards,23285,PINK VINTAGE SPOT BEAKER,132,4679,4384.83,0.85,108
Uncategorised,84050,PINK HEART SHAPE EGG FRYING PAN,200,3139,4379.03,1.64,139
Uncategorised,23176,ABC TREASURE BOOK BOX ,186,2090,4377.76,2.26,159
Bags & Accessories,21932,SCANDINAVIAN PAISLEY PICNIC BAG,319,2467,4363.66,1.85,218
Kitchenware & Dining,22938,CUPCAKE LACE PAPER SET 6,170,2321,4355.33,1.94,160
Uncategorised,23198,PANTRY MAGNETIC  SHOPPING LIST,374,3067,4346.99,1.48,259
Christmas & Seasonal,22689,DOORMAT MERRY CHRISTMAS RED ,112,614,4340.44,8.76,94
Christmas & Seasonal,22142,CHRISTMAS CRAFT WHITE FAIRY ,321,3073,4339.29,1.5,259
Uncategorised,22606,WOODEN SKITTLES GARDEN SET,132,305,4336.75,15.22,110
Uncategorised,16014,SMALL CHINESE STYLE SCISSOR,54,13328,4335.76,0.4,34
Uncategorised,23275,SET OF 3 HANGING OWLS OLLIE BEAK,270,3642,4327.42,1.29,171
Stationery & Cards,21498,RED RETROSPOT WRAP ,335,10547,4320.74,0.42,238
Bags & Accessories,21933,PINK VINTAGE PAISLEY PICNIC BAG,283,2410,4295.86,1.84,198
Uncategorised,21833,CAMOUFLAGE LED TORCH,120,2628,4278.12,1.68,87
Home Décor,82001S,VINYL RECORD FRAME SILVER,86,1236,4275.22,3.7,45
Uncategorised,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,182,1099,4263.55,4.18,117
Stationery & Cards,23288,GREEN VINTAGE SPOT BEAKER,134,4505,4261.89,0.85,107
Uncategorised,15056P,EDWARDIAN PARASOL PINK,135,769,4254.16,5.94,87
Stationery & Cards,23503,PLAYING CARDS KEEP CALM & CARRY ON,327,3435,4246.71,1.25,284
Home Décor,23530,WALL ART ONLY ONE PERSON ,73,1037,4241.25,4.75,59
Uncategorised,22549,PICTURE DOMINOES,244,2992,4237.04,1.52,195
Stationery & Cards,20974,12 PENCILS SMALL TUBE SKULL,291,6734,4235.1,0.65,195
Stationery & Cards,20979,36 PENCILS TUBE RED RETROSPOT,230,3523,4233.51,1.24,164
Home Décor,82551,LAUNDRY 15C METAL SIGN,253,2791,4229.72,1.49,156
Stationery & Cards,23494,VINTAGE DOILY DELUXE SEWING KIT ,176,726,4218.7,5.93,145
Uncategorised,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,97,1170,4213.34,3.8,80
Home Décor,22082,RIBBON REEL STRIPES DESIGN ,334,2558,4208.78,1.68,250
Stationery & Cards,22845,VINTAGE CREAM CAT FOOD CONTAINER,235,704,4208.09,6.38,155
Kitchenware & Dining,23167,SMALL CERAMIC TOP STORAGE JAR ,177,5666,4184.18,0.83,129
Uncategorised,23389,SPACEBOY MINI BACKPACK,201,1037,4163.55,4.14,157
Uncategorised,22626,BLACK KITCHEN SCALES,183,504,4159.53,8.51,134
Uncategorised,22417,PACK OF 60 SPACEBOY CAKE CASES,407,8103,4131.69,0.55,270
Home Décor,22898,CHILDRENS APRON APPLES DESIGN,277,2201,4120.85,1.95,201
Christmas & Seasonal,22942,CHRISTMAS LIGHTS 10 SANTAS ,131,581,4108.75,7.45,111
Uncategorised,23404,HOME SWEET HOME BLACKBOARD,136,969,4108.58,4.86,104
Stationery & Cards,20975,12 PENCILS SMALL TUBE RED RETROSPOT,307,6400,4101.2,0.65,231
Home Décor,23241,TREASURE TIN GYMKHANA DESIGN,284,2024,4099.52,2.08,183
Uncategorised,84987,SET OF 36 TEATIME PAPER DOILIES,240,2928,4078.68,1.46,201
Uncategorised,23397,FOOT STOOL HOME SWEET HOME ,176,434,4069.9,9.85,139
Kitchenware & Dining,21876,POTTERING MUG,197,3548,4058.76,1.39,141
Uncategorised,84946,ANTIQUE SILVER TEA GLASS ETCHED,143,3500,4033.0,1.22,117
Uncategorised,22174,PHOTO CUBE,169,2688,4032.56,1.73,104
Bags & Accessories,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,343,5085,4028.19,0.85,172
Kitchenware & Dining,21086,SET/6 RED SPOTTY PAPER CUPS,285,6589,4009.49,0.66,167
Toys & Games,22899,CHILDREN'S APRON DOLLY GIRL ,259,1982,3986.88,2.13,190
Bags & Accessories,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,230,1081,3983.63,3.78,141
Kitchenware & Dining,22721,SET OF 3 CAKE TINS SKETCHBOOK,246,910,3949.72,4.82,183
Uncategorised,23163,REGENCY SUGAR TONGS,134,1714,3949.7,2.43,95
Toys & Games,22748,POPPY'S PLAYHOUSE KITCHEN,346,1895,3933.71,2.13,233
Christmas & Seasonal,23129,HEART SHAPED HOLLY WREATH,165,942,3933.18,4.42,138
Uncategorised,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,170,3345,3926.72,1.25,84
Toys & Games,22781,GUMBALL MAGAZINE RACK,160,533,3916.79,7.7,118
Christmas & Seasonal,23340,VINTAGE CHRISTMAS CAKE FRILL,122,2465,3899.25,1.65,112
Kitchenware & Dining,22841,ROUND CAKE TIN VINTAGE GREEN,199,516,3895.48,7.96,156
Candles & Lighting,23144,ZINC T-LIGHT HOLDER STARS SMALL,237,4894,3879.98,0.84,180
Uncategorised,23486,ANTIQUE HEART SHELF UNIT,68,267,3879.15,16.45,64
Home Décor,23557,LANDMARK FRAME BAKER STREET ,29,347,3867.85,12.39,25
Uncategorised,22061,LARGE CAKE STAND  HANGING STRAWBERY,129,565,3864.63,9.0,86
Uncategorised,22813,PACK 3 BOXES BIRD PANNETONE ,140,2088,3863.0,2.01,110
Candles & Lighting,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,156,2060,3860.24,2.07,87
Uncategorised,23255,CHILDRENS CUTLERY CIRCUS PARADE,143,963,3856.59,4.16,116
Bags & Accessories,21704,BAG 250g SWIRLY MARBLES,197,5004,3856.38,0.86,137
Uncategorised,22956,36 FOIL HEART CAKE CASES,170,2003,3823.56,2.04,144
Novelty & Gifts,22550,HOLIDAY FUN LUDO,176,1102,3810.71,3.83,136
Home Décor,22117,METAL SIGN HER DINNER IS SERVED ,72,1290,3802.5,2.79,58
Bags & Accessories,23205,CHARLOTTE BAG VINTAGE ALPHABET ,323,4752,3786.22,0.85,192
Kitchenware & Dining,23012,GLASS APOTHECARY BOTTLE PERFUME,198,1017,3775.49,3.88,151
Uncategorised,23193,BUFFALO BILL TREASURE BOOK BOX,137,1855,3768.57,2.27,109
Home Décor,23283,DOORMAT VINTAGE LEAF,121,541,3766.57,8.09,100
Uncategorised,23050,RECYCLED ACAPULCO MAT GREEN,176,459,3763.55,8.24,116
Home Décor,23306,SET OF 36 DOILIES PANTRY DESIGN,195,2653,3761.92,1.45,172
Home Décor,22951,60 CAKE CASES DOLLY GIRL DESIGN,354,7247,3755.41,0.56,237
Uncategorised,22489,PACK OF 12 TRADITIONAL CRAYONS,318,9314,3754.89,0.43,232
Home Décor,23534,WALL ART STOP FOR TEA ,153,689,3754.13,5.91,131
Uncategorised,21154,RED RETROSPOT OVEN GLOVE ,262,3187,3751.63,1.29,175
Kitchenware & Dining,23184,BULL DOG BOTTLE OPENER,197,778,3749.5,5.1,129
Uncategorised,22493,PAINT YOUR OWN CANVAS SET,176,2354,3740.58,1.7,125
Uncategorised,21257,VICTORIAN SEWING BOX MEDIUM,152,489,3735.39,7.98,100
